% Model,cpm.mph
% Version,COMSOL 5.3.1.275
% Date,"Jul 24 2019, 13:12"
% Table,Probe Table 1 {tbl1} - 
% Time (h),c_in (mol/m^3),c_ads (mol/kg),m_ads (g),"alpha (1), Attenuation from source {avh1}",j_sides (mol/(m^2*s)),j_bottom (mol/(m^2*s)),j_ck (mol/(m^2*s)),j_d_sides (mol/(m^2*s)),j_d_bottom (mol/(m^2*s)),j_d_ck (mol/(m^2*s)),j_c_sides (mol/(m^2*s)),j_c_bottom (mol/(m^2*s)),j_c_ck (mol/(m^2*s))
26.502,1.8928122851235423E-7,2.2128123635352264E-6,12.821696465219748,4.625084623264017E-7,8.2011273607477E-11,1.0770570040626121E-11,1.0423541043340737E-9,1.744612149054324E-11,-1.5428944964318794E-12,1.0441827393640483E-9,6.456515211693374E-11,1.2313464537057965E-11,-1.8286350299765723E-12
26.602,1.7282727389292644E-7,2.212807741419063E-6,12.821669683296683,4.223032432984452E-7,8.584462766517341E-11,1.1445351310798009E-11,9.513717167298682E-10,1.8216356123119594E-11,-1.5427124074510276E-12,9.53133848037735E-10,6.76282715420539E-11,1.2988063718249023E-11,-1.762131307869875E-12
26.701999999999998,1.576018194491176E-7,2.212803001771576E-6,12.821642220361989,3.8509986302469965E-7,8.942554631716451E-11,1.2098640435464478E-11,8.675907633496438E-10,1.891173593464276E-11,-1.5425397693758585E-12,8.692793416595255E-10,7.05138103825219E-11,1.3641180204840367E-11,-1.6885783098812727E-12
26.802,1.436272506857141E-7,2.2127981460436045E-6,12.821614084822258,3.509530204601483E-7,9.276323386837197E-11,1.2729296369210722E-11,7.905268969290155E-10,1.9542446983278807E-11,-1.5423671946837066E-12,7.921376715748149E-10,7.322078688509325E-11,1.4271663563894418E-11,-1.6107746457974058E-12
26.901999999999997,1.3083655705331808E-7,2.212793172122981E-6,12.821585264438966,3.196989754050597E-7,9.585835283956825E-11,1.3336679577148795E-11,7.199741711068266E-10,2.0108828289707997E-11,-1.5422102755719244E-12,7.215046113005488E-10,7.574952454986027E-11,1.487888985272074E-11,-1.530440193724427E-12
27.002,1.191267883491543E-7,2.2127880841763E-6,12.821555783354599,2.9108616915836395E-7,9.872040019337819E-11,1.3920230812523996E-11,6.55406662993433E-10,2.06181364683448E-11,-1.5420608900072663E-12,6.5685533712324E-10,7.810226372503342E-11,1.5462291702531304E-11,-1.448674129806882E-12
27.102,1.0841818565297566E-7,2.212782885875706E-6,12.821525662846664,2.6491971089094644E-7,1.0135568028249708E-10,1.4479146092868906E-11,5.964446482093645E-10,2.1074084720837553E-11,-1.5419216418277931E-12,5.978112339874667E-10,8.028159556165955E-11,1.602106773469673E-11,-1.3665857781038492E-12
27.201999999999998,9.865262928966031E-8,2.212777582364693E-6,12.821494932718107,2.410575852440604E-7,1.0377137049487028E-10,1.501260920642497E-11,5.426804467243651E-10,2.1481319430302368E-11,-1.5417918725472618E-12,5.439657679047876E-10,8.229005106456785E-11,1.655440107897221E-11,-1.2853211804224287E-12
27.302,8.976724045553099E-8,2.212772178845642E-6,12.821463623113072,2.193461479338516E-7,1.0597458695669807E-10,1.5520027935808864E-11,4.937414731743732E-10,2.1844013497690692E-11,-1.5416719043914765E-12,4.949472487544738E-10,8.413057345900746E-11,1.706169984020035E-11,-1.205775580099722E-12
27.401999999999997,8.169004940155414E-8,2.2127666809553804E-6,12.821431766693026,1.9960954096203254E-7,1.0797308705873301E-10,1.6000989768626664E-11,4.4924969912487526E-10,2.2166287344336188E-11,-1.5415617551365944E-12,4.5037823520412273E-10,8.580679971439702E-11,1.7542551523763236E-11,-1.1285360792482489E-12
27.502,7.435458171693406E-8,2.2127610944582325E-6,12.821399396858189,1.816853341829266E-7,1.0977437754138884E-10,1.6455135138477848E-11,4.088659561545397E-10,2.2451595490582033E-11,-1.5414614082529478E-12,4.0992002911259257E-10,8.732278205080673E-11,1.7996596546730812E-11,-1.054072958052458E-12
27.602,6.770691210514282E-8,2.212755425286819E-6,12.82136654798394,1.6544176119701432E-7,1.1138595003831762E-10,1.6882149011637433E-11,3.7228264075512274E-10,2.2703180387484816E-11,-1.541370956305456E-12,3.7326549822121097E-10,8.868276965083302E-11,1.842351996794289E-11,-9.828574660882195E-13
27.701999999999998,6.169389216632276E-8,2.212749679468874E-6,12.821333254996768,1.507489539508898E-7,1.128150780046673E-10,1.7281823180711718E-11,3.391912636973126E-10,2.292380728359591E-11,-1.5412903737476385E-12,3.40106482619635E-10,8.989127072107143E-11,1.8823113554459394E-11,-9.152189223219293E-13
27.802,5.6262176753883014E-8,2.212743863103793E-6,12.821299553238392,1.3747656364073229E-7,1.140695390550384E-10,1.7654079623962496E-11,3.093030532649807E-10,2.3116411625903477E-11,-1.541219626835421E-12,3.1015439442959646E-10,9.095312742913503E-11,1.9195299250797888E-11,-8.513411646159065E-13
27.901999999999997,5.1362572663676483E-8,2.21273798232361E-6,12.821265478239658,1.2550438672926613E-7,1.1515697076076111E-10,1.7998950668865818E-11,2.823487728502671E-10,2.3283504167593105E-11,-1.5411586161440603E-12,2.8314011031780656E-10,9.187346659316787E-11,1.9540109285009855E-11,-7.913374675396116E-13
28.002,4.694835337745983E-8,2.2127320432677834E-6,12.821231065574421,1.1471824702336097E-7,1.1608533752045355E-10,1.8316566871421378E-11,2.580601899340348E-10,2.3427728117558735E-11,-1.5411072269568101E-12,2.5879542784152977E-10,9.265760940289482E-11,1.9857674098378214E-11,-7.352379074957392E-13
28.102,4.297782400581297E-8,2.2127260520382754E-6,12.821196350599276,1.0501626310907978E-7,1.1686243239982884E-10,1.860716790210297E-11,2.3621059279177665E-10,2.3551352801100287E-11,-1.5410653048670547E-12,2.3689363493450964E-10,9.331107959872868E-11,2.0148233206970044E-11,-6.830421427318306E-13
28.201999999999998,3.9411453558472516E-8,2.2127200146791514E-6,12.821161368335341,9.630184105756562E-8,1.1749583962702112E-10,1.8871115436507293E-11,2.1658583391477438E-10,2.365621561832562E-11,-1.541032653342296E-12,2.172205218736705E-10,9.383962400869557E-11,2.041214808984959E-11,-6.346879588956311E-13
28.302,3.6211608202837604E-8,2.2127139371328898E-6,12.821126153215117,8.848302264250882E-8,1.1799337728121804E-10,1.910889564780669E-11,1.9898341890454055E-10,2.374416939955613E-11,-1.5410090341765187E-12,1.995734762040876E-10,9.424920788166198E-11,2.0649904681983216E-11,-5.900572995469214E-13
28.401999999999997,3.3342202134179005E-8,2.212707825219573E-6,12.821090738961896,8.147163224190874E-8,1.183629216354889E-10,1.9321118325090446E-11,1.832114864054539E-10,2.381690803658478E-11,-1.5409941682319178E-12,1.8376046643121077E-10,9.454601359890433E-11,2.0862112493322324E-11,-5.489800257569506E-13
28.502,3.0773096610546594E-8,2.2127016845846795E-6,12.82105515828727,7.51940258747673E-8,1.1861266466678818E-10,1.9508520239356385E-11,1.690949778360162E-10,2.387621736707576E-11,-1.5409877362666208E-12,1.6960629379680563E-10,9.473644729971228E-11,2.1049507975623015E-11,-5.113159607892909E-13
28.602,2.847585823305537E-8,2.2126955206850555E-6,12.821019442809844,6.958072656388863E-8,1.1875066788314337E-10,1.9671971143112933E-11,1.5647342850330083E-10,2.3923536603684372E-11,-1.5409893747908505E-12,1.5695032393546814E-10,9.482713127945887E-11,2.1212960517903794E-11,-4.768954321668573E-13
28.701999999999998,2.642343894528215E-8,2.212689338737543E-6,12.820983622757552,6.456564241477513E-8,1.1878522063207943E-10,1.9812478324672358E-11,1.4518558878653917E-10,2.3960327359033734E-11,-1.5409986760574364E-12,1.4563111014140627E-10,9.482489327304563E-11,2.1353477000729764E-11,-4.455213548670461E-13
28.802,2.459055203190357E-8,2.2126831436921533E-6,12.820947726812248,6.008698536786372E-8,1.187246047245819E-10,1.993118956996265E-11,1.3510648368462798E-10,2.398781633766359E-11,-1.5410151864080496E-12,1.35523466065308E-10,9.473678838691852E-11,2.147220475637071E-11,-4.169823806799391E-13
28.901999999999997,2.2954907910977006E-8,2.2126769401883698E-6,12.820911781856479,5.609029085553079E-8,1.1857724548915736E-10,2.00293964678851E-11,1.2611287727790127E-10,2.400711614884557E-11,-1.5410384066879533E-12,1.2650395770376855E-10,9.457012934031174E-11,2.1570434874573026E-11,-3.910804258676698E-13
29.002,2.1496088563806892E-8,2.212670732521396E-6,12.82087581277794,5.252566747277621E-8,1.183515940691933E-10,2.0108538573824905E-11,1.1809351648897881E-10,2.401910923380172E-11,-1.54106778993145E-12,1.1846113423092276E-10,9.433248483539146E-11,2.1649606363756306E-11,-3.6761774194389855E-13
29.102,2.019399899468063E-8,2.212664524601629E-6,12.820839842234642,4.934401312088403E-8,1.1805649372185112E-10,2.017020759267289E-11,1.1094418274535685E-10,2.4024803885896124E-11,-1.541102741077393E-12,1.1129055828034372E-10,9.403168983595498E-11,2.171131033375039E-11,-3.4637553498667425E-13
29.201999999999998,1.903136785925699E-8,2.212658319914631E-6,12.820803890422974,4.650312528998901E-8,1.1770077804850136E-10,2.0216151149371668E-11,1.045713045711792E-10,2.4024870731782207E-11,-1.5411426151910846E-12,1.0489846580205485E-10,9.367590731671907E-11,2.1757293764562758E-11,-3.271612308755622E-13
29.302,1.7992677862662267E-8,2.212652121484975E-6,12.820767974868216,4.3965087488065686E-8,1.1729435108531797E-10,2.0248276456307042E-11,9.887118634678931E-11,2.4020715340984616E-11,-1.5411867172845208E-12,9.918098069448362E-11,9.327363574433363E-11,2.178946317359161E-11,-3.097943476943733E-13
29.401999999999997,1.7064110225383336E-8,2.212645931831469E-6,12.820732110165096,4.169613354340182E-8,1.1684620346545634E-10,2.02686541636919E-11,9.377668877249675E-11,2.4012537451726154E-11,-1.5412343006280522E-12,9.407079776913853E-11,9.283366601373014E-11,2.1809888464319852E-11,-2.941089966416241E-13
29.502,1.6231884837236686E-8,2.2126397529270276E-6,12.82069630774527,3.966259177274716E-8,1.1636672475534695E-10,2.027952229865866E-11,8.920140622990398E-11,2.400158420911373E-11,-1.5412845662364686E-12,8.9481334420304E-11,9.236514054623336E-11,2.182080686489505E-11,-2.799281904000988E-13
29.602,1.5482741220226188E-8,2.2126335861591256E-6,12.820660575648182,3.7832060213498794E-8,1.1586567843527096E-10,2.0283290135360497E-11,8.508468962084881E-11,2.3988089975975617E-11,-1.5413366614064867E-12,8.535176418175021E-11,9.187758845929524E-11,2.182462679676698E-11,-2.670745609016865E-13
29.701999999999998,1.4804400742862572E-8,2.212627432280969E-6,12.820624918238135,3.61745360438544E-8,1.1535391127631344E-10,2.0282542004504923E-11,8.135604413272441E-11,2.3973005763724436E-11,-1.54138967911001E-12,8.161142455898619E-11,9.138090551258899E-11,2.1823931683614987E-11,-2.55380426261657E-13
29.802,1.4184825118141189E-8,2.212621291371738E-6,12.820589335973915,3.4660603723481186E-8,1.148417995867839E-10,2.0280041121733826E-11,7.796493804519552E-11,2.395640902017228E-11,-1.5414426566945075E-12,7.820961474083505E-11,9.08853905666118E-11,2.1821483778428318E-11,-2.446766956397221E-13
29.901999999999997,1.3618401272778616E-8,2.212615162930682E-6,12.820553825954034,3.3276547714321485E-8,1.1433915768426249E-10,2.0278251375352165E-11,7.486124822559482E-11,2.3938841059389807E-11,-1.541494669906564E-12,7.509614389573541E-11,9.040031662487256E-11,2.1819746045258713E-11,-2.34895670140618E-13
30.002,1.3114188362458628E-8,2.21260904637142E-6,12.82051838478082,3.2044504052781185E-8,1.1384873655996454E-10,2.0277664318620956E-11,7.205110128387177E-11,2.3919945515268708E-11,-1.541545380016861E-12,7.227729926171333E-11,8.992879104469585E-11,2.181920969863791E-11,-2.2619797784144492E-13
30.102,1.2654919545807986E-8,2.2126029411014074E-6,12.82048300902089,3.0922281231992124E-8,1.1337020749142124E-10,2.0277404031918742E-11,6.945139341920196E-11,2.390104386449252E-11,-1.5415954794377424E-12,6.966966979260327E-11,8.946916362692882E-11,2.181899951135653E-11,-2.182763734013477E-13
30.201999999999998,1.2208532568332238E-8,2.2125968465868863E-6,12.820447695581496,2.9831535170285445E-8,1.1290330409771058E-10,2.0276958890596752E-11,6.699127100801324E-11,2.3882917800871348E-11,-1.5416454748547444E-12,6.720184499264405E-11,8.902038629683945E-11,2.1818604365451465E-11,-2.1057398463081155E-13
30.302,1.1790079982603094E-8,2.2125907674317787E-6,12.820412471139136,2.880904676241111E-8,1.1245390772402014E-10,2.0276659533273667E-11,6.477547711187297E-11,2.3864645839399468E-11,-1.5416951686535331E-12,6.497883221952E-11,8.858926188462058E-11,2.1818354701927155E-11,-2.0335510764712828E-13
30.401999999999997,1.1386685222983712E-8,2.2125846978627036E-6,12.820377302241114,2.7823352135170726E-8,1.1201553519107749E-10,2.0276478333606994E-11,6.273603827802627E-11,2.3846189615395697E-11,-1.5417447089042729E-12,6.293243517987125E-11,8.81693455756819E-11,2.181822304251128E-11,-1.963969018449157E-13
30.502,1.1054817546744205E-8,2.2125786374825565E-6,12.820342186586485,2.7012433853206265E-8,1.1158869531203952E-10,2.0276324659990102E-11,6.07203069418513E-11,2.3828693029054927E-11,-1.5417942667042802E-12,6.091097948583723E-11,8.776000228298464E-11,2.181811892669442E-11,-1.9067254398581972E-13
30.602,1.0694279612169077E-8,2.212572586098656E-6,12.820307123058804,2.613145982825268E-8,1.1117136907229887E-10,2.0276187551549175E-11,5.890863252899908E-11,2.381059213847242E-11,-1.541843686618019E-12,5.909308631908734E-11,8.73607769338263E-11,2.181803123816713E-11,-1.844537900880041E-13
30.701999999999998,1.0379546042452863E-8,2.2125665433867244E-6,12.8202721097791,2.5362408715704344E-8,1.1076433883143327E-10,2.0276061296572885E-11,5.715486707885693E-11,2.3793089545276224E-11,-1.541893073275601E-12,5.733389221425399E-11,8.697124928615687E-11,2.181795436984854E-11,-1.790251353970635E-13
30.802,1.007888122975747E-8,2.2125605091029988E-6,12.820237145334946,2.462773459461835E-8,1.1036678442206558E-10,2.0275942301133768E-11,5.549651555210534E-11,2.3775771035559175E-11,-1.5419424336803148E-12,5.567035473523294E-11,8.659101338650647E-11,2.1817884734814063E-11,-1.738391831276131E-13
30.901999999999997,9.793705925865726E-9,2.2125544830095477E-6,12.820202228347688,2.3930909070328006E-8,1.0997843075758424E-10,2.027582820985501E-11,5.392317444929728E-11,2.3758758499252863E-11,-1.5419917504143122E-12,5.409209487202452E-11,8.621967225833135E-11,2.181781996026935E-11,-1.689204227272411E-13
31.002,9.531285633848599E-9,2.2125484623646797E-6,12.820167342931148,2.3289685391160223E-8,1.0959599605722793E-10,2.0275716449601106E-11,5.239069098337993E-11,2.3741774592592895E-11,-1.5420411983151064E-12,5.255508513787805E-11,8.585422146463503E-11,2.1817757647916185E-11,-1.6439415449816171E-13
31.102,9.269757713571011E-9,2.212542448947208E-6,12.820132499392304,2.2650642221302985E-8,1.0922135021327848E-10,2.027560723940537E-11,5.095534405249878E-11,2.3724928555641595E-11,-1.5420905611758315E-12,5.1115227346040745E-11,8.549642165763694E-11,2.1817697800581157E-11,-1.5988329354187906E-13
31.201999999999998,9.021523572518158E-9,2.2125364462478853E-6,12.820097717957623,2.204408238556218E-8,1.0885959374690289E-10,2.0275500912264097E-11,4.956743583160256E-11,2.3709766983075894E-11,-1.5421395673767417E-12,4.9723037568070156E-11,8.514982676382688E-11,2.1817640479640843E-11,-1.5560173646752002E-13
31.302,8.7747353180417E-9,2.212530450924285E-6,12.820062979260081,2.1441055571993743E-8,1.0850452068673727E-10,2.027539538384609E-11,4.831366414259296E-11,2.369376043292054E-11,-1.542188671529013E-12,4.846500926714153E-11,8.481076025381669E-11,2.1817584055375086E-11,-1.5134512454865627E-13
31.401999999999997,8.555804172079901E-9,2.2125244627600634E-6,12.82002828204612,2.090609757077001E-8,1.0815706585410495E-10,2.027529047753041E-11,4.7094271029005604E-11,2.367811115238941E-11,-1.542237782694133E-12,4.724184002137383E-11,8.447895470171541E-11,2.1817528260224668E-11,-1.4756899236819546E-13
31.502,8.345024303842584E-9,2.212518481586264E-6,12.819993625336759,2.0391057207211475E-8,1.0781679362901581E-10,2.027518603561774E-11,4.59319444759519E-11,2.3662656655472678E-11,-1.5422868787156417E-12,4.607587793190734E-11,8.415413697354346E-11,2.1817472914333425E-11,-1.4393345595543452E-13
31.602,8.143525312776965E-9,2.2125125072363655E-6,12.819959008167112,1.9898694656257318E-8,1.0748351309862319E-10,2.027508195604903E-11,4.4820951459703654E-11,2.3647473560107056E-11,-1.5423359414745903E-12,4.4961409457387676E-11,8.383603953851615E-11,2.181741789752363E-11,-1.404579976837977E-13
31.701999999999998,7.9567785485923E-9,2.2125065374422146E-6,12.819924417394834,1.9442379154575947E-8,1.0715469724419372E-10,2.027497792984559E-11,4.373457150522653E-11,2.3632288767575256E-11,-1.5423851319717354E-12,4.38718084908122E-11,8.352240847661848E-11,2.1817363061817306E-11,-1.3723698558563144E-13
31.802,7.769822923230043E-9,2.212500573707789E-6,12.819889861734417,1.8985553300849376E-8,1.0683187057475661E-10,2.0274874174385688E-11,4.270990143026866E-11,2.3617271684906213E-11,-1.542434252005342E-12,4.284391380380178E-11,8.321459888985034E-11,2.1817308426390964E-11,-1.3401237353323677E-13
31.901999999999997,7.591055634357361E-9,2.2124946189944588E-6,12.819855358344919,1.854873563783763E-8,1.0651889944657884E-10,2.027477100184116E-11,4.1709615118705376E-11,2.36035489342109E-11,-1.542483031325444E-12,4.184054411343762E-11,8.291535051236834E-11,2.181725403316669E-11,-1.309289947323463E-13
32.002,7.412424085967473E-9,2.2124886705214294E-6,12.819820891113595,1.8112249656538103E-8,1.0621118581263657E-10,2.0274667854133072E-11,4.0798486114579374E-11,2.3589297998997455E-11,-1.5425319119486855E-12,4.0926334073721785E-11,8.262188781363905E-11,2.1817199766081748E-11,-1.2784795914237387E-13
32.102,7.252331464227522E-9,2.2124827281326238E-6,12.81978645913608,1.7721063521004772E-8,1.0590932415581097E-10,2.0274564809169013E-11,3.990791528081266E-11,2.3575290565437282E-11,-1.5425808021482482E-12,4.0033001961774476E-11,8.233403359037365E-11,2.1817145611317268E-11,-1.2508668096175712E-13
32.202,7.0973726015594425E-9,2.212476791703825E-6,12.819752061692627,1.734242171980902E-8,1.0561304844230044E-10,2.027446187927791E-11,3.90539123184204E-11,2.3561448682191677E-11,-1.5426296796672395E-12,3.9176326268862805E-11,8.205159976010868E-11,2.181709155894515E-11,-1.2241395044245137E-13
32.302,6.948388563597708E-9,2.212470861112335E-6,12.819717698072289,1.697837939585315E-8,1.0532221149464227E-10,2.0274359074408044E-11,3.823298759345148E-11,2.3547812541652792E-11,-1.5426785279242236E-12,3.835283186744402E-11,8.17743989529897E-11,2.1817037602332305E-11,-1.1984427399241285E-13
32.402,6.8094511214261755E-9,2.2124649344283954E-6,12.819683357093464,1.6638885917057814E-8,1.0503482459575765E-10,2.0274256210378593E-11,3.742767369786517E-11,2.3534139212331754E-11,-1.5427274981903596E-12,3.754512157831296E-11,8.150068538342594E-11,2.1816983708568976E-11,-1.1744788044775644E-13
32.502,6.669934079895372E-9,2.2124590129527223E-6,12.819649046292895,1.6297976187900317E-8,1.0475216051133881E-10,2.0274153488329824E-11,3.6663725522130165E-11,2.3520629265843872E-11,-1.5427764084754743E-12,3.677876701364562E-11,8.123153124549493E-11,2.181692989680535E-11,-1.1504149151546973E-13
32.602,6.5357330495959494E-9,2.2124530992531513E-6,12.819614780549383,1.5970056126020806E-8,1.0447722616543289E-10,2.02740512166813E-11,3.591256215276221E-11,2.3508119407847092E-11,-1.5428249893910933E-12,3.6025288946128685E-11,8.096910675758578E-11,2.1816876206072406E-11,-1.1272679336649928E-13
32.702,6.401137657891526E-9,2.21244719095411E-6,12.819580546098155,1.5641172442505565E-8,1.0420651067764437E-10,2.0273948924965338E-11,3.52233793981225E-11,2.349525677602633E-11,-1.5428736736336174E-12,3.533378469283042E-11,8.071125390161803E-11,2.1816822598599014E-11,-1.1040529470791028E-13
32.802,6.2794415605553925E-9,2.212441287938687E-6,12.819546342261795,1.534380816981762E-8,1.039403892273309E-10,2.0273846704391675E-11,3.454718058531453E-11,2.34825421519901E-11,-1.542922368977376E-12,3.46554868665949E-11,8.045784707534063E-11,2.1816769073369025E-11,-1.0830628128044826E-13
